name,ID,quote,speaker_id,recipient_id
Clayton Suggs,Clayton_Suggs,"A sacrifice will prove our faith still burns true, Sire.",Stannis_Baratheon,
Clayton Suggs,Clayton_Suggs,"Suggs was an upjumped hedge knight, as crude as he was strong.",Jon_Snow,
Clayton Suggs,Clayton_Suggs,"She had seen him at the nightfires, watching, his lips parted and his eyes avid. It is not the god he loves, it is the flames, she concluded.",Asha_Greyjoy,
Clayton Suggs,Clayton_Suggs,Some men had faces that cried out for a beard. Ser Clayton's face cried out for an axe between the eyes.,Asha_Greyjoy,
Clayton Suggs,Clayton_Suggs,"He learned all he knows in the wynds of Flea Bottom. Were I to put you in his charge, he might strangle you with your own chain or scoop your eye out with a spoon.",Stannis_Baratheon,Tybald
Clegane (founder),Clegane_(founder),"Bitch tore into Tytos_Lannister's horse and would have done for my lord too, but my grandfather came up with the hounds. Three of his dogs died running her off. My grandfather lost a leg, so Lannister paid him for it with lands and a towerhouse, and took Clegane_(father_of_Gregor_and_Sandor) to squire. The three dogs on our banner are the three that died, in the yellow of autumn grass. A hound will die for you, but never lie to you.",Sandor_Clegane,Sansa_Stark
Clement Piper,Clement_Piper,"I say what I mean straight out, like an honest man. But what would you know of the ways of honest men? You're a treacherous lying weasel, like all your kin. I'd sooner drink a pint of piss than take the word of any Frey.",Edwyn_Frey,
Cleon,Cleon,I have given Astapor a butcher king.,Daenerys_Targaryen,
Cleon,Cleon,Great Cleon bid me tell you not to be afraid. Astapor remembers. Astapor will not forsake you.,Ghael,Daenerys_Targaryen
Cleon,Cleon,"Daenerys: I should have gone to Astapor. Barristan: Your Grace could not have saved them. You warned King Cleon against this war with Yunkai. The man was a fool, and his hands were red with blood.",Daenerys_Targaryen,Barristan_Selmy
Cleos Frey,Cleos_Frey,"Cleos: My lady, I knew naught of any escape. The Tyrion_Lannister said a Lannister must needs have a Lannister escort, on my oath as a knight— Catelyn: Arise, ser. I know no grandson of Walder_Frey would be an oathbreaker.",Catelyn_Stark,
Cleos Frey,Cleos_Frey,Cleos: I know nothing of any— Catelyn: You know nothing.,Catelyn_Stark,
Cleos Frey,Cleos_Frey,"He is not a bold man, this one. More of a Frey than a Lannister, in truth.",Catelyn_Stark,
Cleos Frey,Cleos_Frey,"Your grandfather Lord Walder_Frey pledged me his support and that of House Frey. Many of your cousins and uncles rode with us in the Whispering Wood, but you chose to fight beneath the lion banner. That makes you a Lannister, not a Frey.",Robb_Stark,
Cleos Frey,Cleos_Frey,"Ser Cleos looked like a Weasel, fought like a goose, and had the courage of an especially brave ewe.",Jaime_Lannister,
Cleos Frey,Cleos_Frey,"What do we have here, an honest muttonhead or a lickspittle?",Jaime_Lannister,
Cleos Frey,Cleos_Frey,"Jaime: We were set upon by outlaws. Ser Cleos scattered them, but it cost his life. Emmon: The boy had courage, I always said so. It was in his blood. Genna: His bones should be interred beneath the Rock, in the Hall of Heroes. Jaime: When this war is done, I will find the place and send him home.",Jaime_Lannister,Emmon_Frey
Cletus Yronwood,Cletus_Yronwood,Give Daenerys_Targaryen a kiss for me.,Quentyn_Martell,
Cletus Yronwood,Cletus_Yronwood,"Cletus: This will be a tale to tell our grandchildren. Willam: A tale to tell tavern wenches, you mean, in hopes they'll lift their skirts. Cletus: For grandchildren, you need children. For children, you need to lift some skirts.",Willam_Wells,
Cletus Yronwood,Cletus_Yronwood,"Cletus had been Quentyn's dearest friend for half his life, a brother in all but blood.",Quentyn_Martell,
Cletus Yronwood,Cletus_Yronwood,"A grand adventure, Cletus called it. Demon roads and stormy seas, and at the end of it the Daenerys_Targaryen in the world. A tale to tell our grandchildren. But Cletus will never father a child, unless he left a bastard in the belly of that tavern wench he liked. Willam_Wells will never have his wedding. Their deaths should have some meaning.",Quentyn_Martell,Gerris_Drinkwater
Clydas,Clydas,Jon: Do I intrude?Clydas: Not at all. I was mulling wine. Will my lord take a cup?Jon: With pleasure.,Jon_Snow,
Clydas,Clydas,"Alys: You do not wear a chain. Are you a maester?Clydas: No, but I have served Aemon_Targaryen_(son_of_Maekar_I).",Alys_Karstark,
Clydas,Clydas,"Jon: We have much to do before the gate is opened. Tormund and his people will need to be fed and clothed and housed. Some are sick and will need nursing. Those will fall to you, Clydas. Save as many as you can.Clydas: I will do my best, Jon. My lord, I mean.",Jon_Snow,
Clydas,Clydas,"He's sixty if he's a day. An old man. He only seemed young compared with Aemon_Targaryen_(son_of_Maekar_I). Short and round, he had the dim pink eyes of some nocturnal creature.",Jon_Snow,
Clydas,Clydas,"Clydas tended to the ravens well enough, but he had not a tenth of Aemon_Targaryen_(son_of_Maekar_I) knowledge or experience, and even less of his wisdom.",Jon_Snow,
Clydas,Clydas,"Cellador would be half-drunk, and Clydas was a poor substitute for a real maester, but they were what he had.",Jon_Snow,
Coldhands,Coldhands,"The world believes Bran_Stark is dead ... Let his bones lie undisturbed. We want no seekers coming after us. Swear it, Samwell of the Night's Watch. Swear it for the life you owe me.",Samwell_Tarly,
Coldhands,Coldhands,"Bran: What happened to the men? The foes behind us? Coldhands: They will not trouble you. Bran: Who were they? Wildlings? Coldhands: They were foes. Bran: You killed them. You and the ravens. Their faces were all torn, and their eyes were gone. They were your brothers. I saw. The wolves had ripped their clothes up, but I could still tell. Their cloaks were black. Like your hands. Who are you? Why are your hands black? Coldhands: Once the heart has ceased to beat, a man's blood runs down into his extremities, where it thickens and congeals ... His hands and feet swell up and turn as black as pudding. The rest of him becomes as white as milk.",Bran_Stark,
Coldhands,Coldhands,"Jojen: This ... Coldhands? Gilly: That wasn't his true name. We only called him that, Samwell_Tarly and me. His hands were cold as ice, but he saved us from the dead men, him and his ravens, and he brought us here on his elk.",Jojen_Reed,Gilly
Coldhands,Coldhands,"The direwolf did not like the way that Coldhands smelled. Dead meat, dry blood, a faint whiff of rot. And cold. Cold over all.",Bran_Stark,
Coldhands,Coldhands,"I don't like him. And I don't trust him. Those hands of his are bad enough. He hides his face, and will not speak a name. Who is he? What is he? Anyone can put on a black cloak. Anyone, or any thing. He does not eat, he never drinks, he does not seem to feel the cold.",Meera_Reed,Bran_Stark
Coldhands,Coldhands,Bran: The ranger ... Leaf: He cannot come. Bran: They'll kill him. Leaf: No. They killed him long ago.,Bran_Stark,Leaf
Colemon,Colemon,"Robert: I don't want to be leeched! Colemon: My lord, your blood needs thinning. It is the bad blood that makes you angry, and the rage that brings on the shaking.",Robert_Arryn,
Colemon,Colemon,"Petyr: Robert_Arryn is fond of sweets, is he not? Colemon: Sweets? Petyr: Sweets. Cakes and pies, jams and jellies, honey on the comb. Perhaps a pinch of sweetsleep in his milk, have you tried that? Just a pinch, to calm him and stop his wretched shaking. Colemon: A pinch? One small pinch ... perhaps, perhaps. Not too much, and not too often, yes, I might try ...",Petyr_Baelish,
Colemon,Colemon,"Eddard: I have heard that you sent Maester Colemon away. Pycelle: I did, and I fear the Lady Lysa_Arryn will never forgive me that. Maybe I was wrong, but at the time I thought it best. Maester Colemon is like a son to me, and I yield to none in my esteem for his abilities, but he is young, and the young ofttimes do not comprehend the frailty of an older body. He was purging Lord Jon_Arryn with wasting potions and pepper juice, and I feared he might kill him.",Eddard_Stark,Pycelle
Colemon,Colemon,"Maester Colemon put something vile in my milk last night, I could taste it. I told him I wanted sweetmilk, but he wouldn't bring me any. Not even when I commanded him. I am the lord, he should do what I say. No one does what I say.",Robert_Arryn,Sansa_Stark
Colemon,Colemon,"Colemon only wanted the best for his charge, Alayne knew, but what was best for Robert_Arryn and what was best for Lord Arryn were not always the same. Petyr_Baelish had said as much, and it was true. Maester Colemon cares only for the boy, though. Father and I have larger concerns.",Sansa_Stark,
Collio Quaynis,Collio_Quaynis,"And Collio, with that absurd Tyroshi accent! If you understand one word in three, count yourself fortunate.",Symon_Silver_Tongue,Tyrion_Lannister
Collio Quaynis,Collio_Quaynis,"Then the heralds summoned another singer; Collio Quaynis of Tyrosh, who had a vermilion beard and an accent as ludicrous as Symon_Silver_Tongue had promised. Collio began with his version of ""The Dance of the Dragons,"" which was more properly a song for two singers, male and female. Tyrion suffered through it with a double helping of honey-ginger partridge and several cups of wine. A haunting ballad of two dying lovers amidst the Doom of Valyria might have pleased the hall more if Collio had not sung it in High Valyrian, which most of the guests could not speak.",Tyrion_Lannister,
Conn,Conn,"Tyrion: This hauberk I wear is large for me, but it should fit Conn nicely, and the battle-axe I carry would suit Shagga's mighty hand far better than that wood-axe he holds. Conn: The half man would pay us with our own coin.",Tyrion_Lannister,
Conn,Conn,"Kevan: By what right do you savages intrude on our councils? Conn: Savages, lowlander? We are free men, and free men by rights sit on all war councils.",Kevan_Lannister,
Conn,Conn,Tywin: It is said that the men of the mountain clans are warriors without fear. Conn: It is said truly.,Tywin_Lannister,
Conn,Conn,Conn might have been handsome if you washed him.,Tyrion_Lannister,
Lady Corbray,Lady_Corbray,Innocence and experience make for a perfect marriage.,Petyr_Baelish,Sansa_Stark
Lady Corbray,Lady_Corbray,"We have had a letter from Petyr_Baelish. He is on his way home, he says, and hopes to see his darling daughter soon. He writes that Lyonel_Corbray seems well pleased with his bride, and even more so with her dowry. I do hope Lord Lyonel remembers which one he needs to bed.",Myranda_Royce,Sansa_Stark
Lady Corbray,Lady_Corbray,"The second Lady Corbray was sixteen, the daughter of a wealthy Gulltown merchant, but she had come with an immense dowry, and men said she was a tall, strapping, healthy girl, with big breasts and good, wide hips. And fertile too, it seems.",Sansa_Stark,
Corliss Penny,Corliss_Penny,Corliss: The gods of the north have unleashed this storm on us. Godry: False gods.,Godry_Farring,
Corliss Penny,Corliss_Penny,Corliss: You northmen brought these snows upon us. You and your demon trees. R'hllor will save us. Artos: R'hllor will doom us.,Artos_Flint,
Corliss Penny,Corliss_Penny,"Corliss Penny, come over here. What sort of name is Penny? Is that how much your mother charged?",,
Corlys Velaryon,Corlys_Velaryon,Mayhaps the Seven have preserved me for this fight.,,
Corlys Velaryon,Corlys_Velaryon,My knees are old and stiff and do not bend easy.,,
Corlys Velaryon,Corlys_Velaryon,He likes his boats better than he likes me.,Daella_Targaryen_(daughter_of_Jaehaerys_I),
Corlys Velaryon,Corlys_Velaryon,His captains said they had never seen such a natural sailor.,Gyldayn,
Corlys Velaryon,Corlys_Velaryon,"Seventy-nine years of age, he had served four kings and Rhaenyra_Targaryen, sailed to the ends of the earth, raised House Velaryon to unprecedented levels of wealth and power, married Rhaenys_Targaryen_(daughter_of_Aemon) who might have been a queen, fathered dragonriders, built towns and fleets, proved his valor in times of war and his wisdom in times of peace. The Seven Kingdoms would never see his like again.",Gyldayn,
Cortnay Penrose,Cortnay_Penrose,A man who changes kings and gods the way I change my boots. As do these other turncloaks I see before me.,Alester_Florent,
Cortnay Penrose,Cortnay_Penrose,"Is it the justice of your cause you doubt, my lord, or the strength of your arm? Are you afraid I’ll piss on your burning sword and put it out?",Stannis_Baratheon,
Cortnay Penrose,Cortnay_Penrose,"May the Others bugger your Lord of Light, and wipe his arse with that rag you bear.",Melisandre,
Cortnay Penrose,Cortnay_Penrose,Stannis: A smuggler must be a fair judge of men. What do you make of this Ser Cortnay Penrose? Davos: A stubborn man.,Davos_Seaworth,Stannis_Baratheon
Cortnay Penrose,Cortnay_Penrose,"He throws my pardon in my face. Aye, and throws his life away in the bargain, and the lives of every man inside those walls. Single combat? No doubt he mistook me for Robert_I_Baratheon.",Stannis_Baratheon,
Cosgrove,Cosgrove,Cosgrove is as fond of silver as the next man.,Uthor_Underleaf,Duncan_the_Tall
Cossomo,Cossomo,Cossomo: It's magic. Arya: It's not. The mouse was up your sleeve the whole time. I could see it moving.,Arya_Stark,
Lord Costayne (Daeron II),Lord_Costayne_(Daeron_II),"Egg: Rebel lords. Dunk: What do you mean? Egg: They were for the black dragon. Well, Lord_Shawney was, and Lord_Costayne_(Aerys_I) father. Aemon_Targaryen_(son_of_Maekar_I) and I used to fight the battle on Maester Melaquin's green table with painted soldiers and little banners. Costayne's arms quarter a silver chalice on black with a black rose on gold. That banner was on the left of Daemon_I_Blackfyre host.",Aegon_V_Targaryen,Duncan_the_Tall
Lord Costayne (Aerys I),Lord_Costayne_(Aerys_I),"It's death that one deserves, not justice!",Glendon_Flowers,
Cotter Pyke,Cotter_Pyke,"Understand this, boy. I don't want the bloody job, and never did. I fight best with a deck beneath me, not a horse, and Castle Black is too far from the sea. But I'll be buggered with a red-hot sword before I turn the Night's Watch over to Denys_Mallister from the Shadow Tower.",Samwell_Tarly,
Cotter Pyke,Cotter_Pyke,"Lord Snow, if you muck this up, I'm going to rip your liver out and eat it raw with onions.",Jon_Snow,
Cotter Pyke,Cotter_Pyke,"The commanders at the Shadow Tower and Eastwatch were good men, but very different; Ser Denys_Mallister courtly and cautious, as chivalrous as he was elderly, Pyke younger, bastard-born, rough-tongued, and bold to a fault. Worse, the two men despised each other. The Jeor_Mormont had always kept them far apart, at opposite ends of the Wall.",Jon_Snow,
Cotter Pyke,Cotter_Pyke,Those look like Eastwatch men. Sailors on horses. Cotter Pyke always had more guts than sense.,Mance_Rayder,Jon_Snow
Cotter Pyke,Cotter_Pyke,"Samwell, it is not my habit to speak unkindly of my brothers, but let us be frank ... the ironborn are a race of pirates and thieves, and Cotter Pyke was raping and murdering when he was still half a boy.",Denys_Mallister,Samwell_Tarly
Cotter Pyke,Cotter_Pyke,"We are done with Eastwatch. We did not like it there. A queen should be mistress beneath her own roof. We found your Cotter Pyke to be an uncouth and unpleasant man, quarrelsome and niggardly.",Selyse_Florent,Jon_Snow
Crackbones,Crackbones,"Crackbones fought a dragon too, but he didn't need no magic sword. He just tied its neck in a knot, so every time it breathed fire it roasted its own arse.",Dick_Crabb,
Cragorn,Cragorn,"Moqorro: And the man who blew the horn, what of him? Victarion: He died. There were blisters on his lips, after. His bird was bleeding too. The hawk, just here. Every feather dripping blood. I heard the man was all burned up inside, but that might just have been some tale.",Moqorro,Victarion_Greyjoy
Craster,Craster,Jeor: These are bad times to dwell alone in the wild. The cold winds are rising.Craster: Let them rise. My roots are sunk deep.,Jeor_Mormont,
Craster,Craster,"A godly man got no cause to fear such. I said as much to that Mance_Rayder once, when he come sniffing round. He never listened, no more'n you crows with your swords and your bloody fires. That won't help you none when the white cold comes. Only the gods will help you then. You best get right with the gods.",,
Craster,Craster,Craster: Who calls me bastard?Karl: It's no more than all men know.,Clubfoot_Karl,
Craster,Craster,"Eddison_Tollett says Craster's a terrible savage. He marries his daughters and obeys no laws but those he makes himself. And Dywen told Grenn he's got black blood in his veins. His mother was a wildling woman who lay with a ranger, so he's a bas ...",Samwell_Tarly,Jon_Snow
Craster,Craster,"The man's half-mad, I won't deny it, but you'd be the same if you'd spent your life in this cursed wood. Even so, he's never turned a ranger away from his fire, nor does he love Mance_Rayder. He'll give us good counsel.",Thoren_Smallwood,Jeor_Mormont
Craster,Craster,Jon: At Winterfell one of the serving women told us stories. She used to say that there were wildlings who would lay with the Others to birth half-human children. Jeor: Hearth tales. Does Craster seem less than human to you? Jon: He gives his sons to the wood.,Jon_Snow,Jeor_Mormont
Craster,Craster,"Craster's blood is black, and he bears a heavy curse.",Ygritte,Jon_Snow
Cregan Karstark,Cregan_Karstark,"Jon: You are no guest of mine. You came to the Wall without my leave, armed, to carry off your niece against her will. Lady Alys_Karstark was given bread and salt. She is a guest. You are a prisoner. Your niece is wed. Cregan: Alys was promised to me. My lord father— Jon: Your father is a castellan, not a lord. And a castellan has no right to make marriage pacts.",Jon_Snow,
Cregan Karstark,Cregan_Karstark,"Cregan: I see what you are, Snow. Half a wolf and half a wildling, baseborn get of Eddard_Stark and a whore. You would deliver Alys_Karstark to the bed of Sigorn. Did you sample her yourself first? If you mean to kill me, do it and be damned for a kinslayer. Stark and Karstark are one blood. Jon: My name is Snow.",Jon_Snow,
Cregan Karstark,Cregan_Karstark,Once Cregan gets a child by me they won't need me anymore. He's buried two wives already.,Alys_Karstark,Jon_Snow
Cregan Karstark,Cregan_Karstark,"I should make his head a wedding gift for Lady Alys_Karstark and Sigorn, Jon thought, but dare not take the risk.",Jon_Snow,
Cregan Stark,Cregan_Stark,"Benjicot: Half your men will die, Lord Stark. Cregan: They died the day we marched, boy.",Benjicot_Blackwood,
Cregan Stark,Cregan_Stark,"Cregan: Small boys become large men in time, and a babe sucks down his mother's hate with his mother's milk. Finish these foes now, or those of us not in our graves in twenty years will rue our folly when those babes strap on their father's swords and come seeking after vengeance. Corlys: King Aegon_II_Targaryen said the same and died for it. Had he heeded our counsel and offered peace and pardon to his foes, he might be sitting with us here today. Cregan: Is that why you poisoned him, my lord?",Corlys_Velaryon,
Cregan Stark,Cregan_Stark,No knight of the Kingsguard should outlive his king when that king dies by violence.,Gyles_Belgrave,
Cregan Stark,Cregan_Stark,"Whenever the Wolf of the North stalked into a room, Benjicot_Blackwood would recall that he was but three-and-ten, whilst Kermit_Tully and Oscar_Tully blustered and stammered and flushed as red as their hair.",Gyldayn,
Cregan Stark,Cregan_Stark,"The city was his, to do with as he wished. The northman had taken it without drawing a sword or loosing an arrow. Be they king's men or queen's men, stormlanders or seahorses, riverlords or Perkin_the_Flea, highborn or low, common soldiers deferred to him as if they had been born to his service.",Eustace_(Dance_of_the_Dragons),
Cregan Stark,Cregan_Stark,When was a wolf ever moved by words?,Larys_Strong,
Cregan Stark,Cregan_Stark,"Oh, there, he's Cregan Stark. He fought with Prince Aemon_Targaryen_(son_of_Viserys_II) once, and the Dragonknight said he'd never faced a finer swordsman.",Bran_Stark,Osha
Creighton Longbough,Creighton_Longbough,"I have the honor to be Ser Creighton, of whom the singers sing ... you will have heard of my deeds on the Blackwater, mayhaps.",Brienne_Tarth,
Creighton Longbough,Creighton_Longbough,A sword is only as good as the man who wields it.,Brienne_Tarth,
Creighton Longbough,Creighton_Longbough,"When swords clash, you shall ne'er find Ser Creighton Longbough to the rear.",Brienne_Tarth,
Creighton Longbough,Creighton_Longbough,"Hibald: As to portly knights, it is hard for any honest man to keep his belly round when so many lack for food ... though your Ser Creighton has not hungered, it would seem. Creighton: I have big bones.",Hibald,
Creighton Longbough,Creighton_Longbough,"If there was a song about Ser Creighton, it was not one Brienne had heard.",Brienne_Tarth,
Cressen,Cressen,"Talking gargoyles and prophecies in the sky. I am an old done man, grown giddy as a child again. Had a lifetime's hard-won wisdom fled him along with his health and strength? He was a maester, trained and chained in the great Citadel of Oldtown. What had he come to, when superstition filled his head as if he were an ignorant fieldhand?",,
Cressen,Cressen,"When a maester donned his collar, he put aside the hope of children, yet Cressen had oft felt a father nonetheless. Robert_I_Baratheon, Stannis_Baratheon, Renly_Baratheon... three sons he had raised after the angry sea claimed Lord Steffon_Baratheon. Had he done so ill that now he must watch one kill the other? He could not allow it, would not allow it.",,
Cressen,Cressen,"Melisandre: Now here is a riddle. A clever fool and a foolish wise man. A crown to match your chain, Lord Maester. Cressen: I need no crown but truth. Melisandre: There are truths in this world that are not taught at Oldtown.",Melisandre,
Cressen,Cressen,"Davos: My liege, Pylos is pleasant enough, but I cannot see the chain about his neck without mourning for Maester Cressen. Stannis: Is it his fault the old man died? I never wanted Cressen at that feast. He'd angered me, yes, he'd given me bad counsel, but I did not want him dead. I'd hoped he might be granted a few years of ease and comfort. He had earned that much, at least, but— but he died. And Pylos serves me ably.",Davos_Seaworth,Stannis_Baratheon
Cressen,Cressen,"Davos: Cressen had wisdom. Stannis: I trusted in his wisdom and your wiles, and what did they avail me, smuggler?",Davos_Seaworth,Stannis_Baratheon
Cressen,Cressen,I had a maester on Dragonstone who was almost a father to me.,Stannis_Baratheon,Tybald
Criston Cole,Criston_Cole,"Seven save this realm if we seat Jacaerys_Velaryon on the Iron Throne. They will turn the Red Keep into a brothel. No man's daughter will be safe, nor any man's wife. Even the boys ... we know what Laenor_Velaryon was.",Viserys_I_Targaryen,
Criston Cole,Criston_Cole,"Aegon: My new Hand is a steel fist. We are done with writing letters. Criston: It is not for you to plead for support from your lords, like a beggar pleading for alms. You are the lawful king of Westeros, and those who deny it are traitors. It is past time they learned the price of treason.",Aegon_II_Targaryen,
Criston Cole,Criston_Cole,"We can begin here, the four of us. One of me against the three of you. Will that be enough to make a fight of it?",Garibald_Grey,Pate_of_Longleaf
Criston Cole,Criston_Cole,My white knight.,Rhaenyra_Targaryen,
Criston Cole,Criston_Cole,"Ser Criston protects Rhaenyra_Targaryen from her enemies, but who protects the princess from Ser Criston?",Alicent_Hightower,Viserys_I_Targaryen
Criston Cole,Criston_Cole,"When he looks at you, he sees the little girl you were, not the woman you've become, but I can teach you how to make him see you as a woman.",Daemon_Targaryen,Rhaenyra_Targaryen
Criston Cole,Criston_Cole,"I saved my maidenhead for you. Take it now, as proof of my love. It will mean little and less to Laenor_Velaryon, and perhaps when he learns that I am not chaste he will refuse me.",Rhaenyra_Targaryen,Mushroom
Criston Cole,Criston_Cole,"I'll have no songs about how brave you died, Kingmaker. There's tens o' thousands dead on your account.",Pate_of_Longleaf,
Criston Cole,Criston_Cole,"Criston the Kingmaker had set brother against sister and divided the Kingsguard against itself, bringing on the terrible war the singers named the Dance of the Dragons.",Arys_Oakheart,
Criston Cole,Criston_Cole,"Loras: The heroes will always be remembered. The best. Jaime: The best and the worst. And a few who were a bit of both. Like him. Loras: Who? Ten black pellets on a scarlet field. I do not know those arms. Jaime: They belonged to Criston Cole, who served the Viserys_I_Targaryen and the Aegon_II_Targaryen. They called him Kingmaker.",Loras_Tyrell,Jaime_Lannister
Criston Cole,Criston_Cole,My new Hand is a steel fist.,Aegon_II_Targaryen,
Cromm,Cromm,"Tristifer: We cannot fight so many. Cromm: We can fight as many as come, pup. The more there are, the more the glory. Men will sing of us. Come the morrow we will feast beneath the sea. Hagen: If we die with dry feet, how will we find our way to the Drowned God's watery halls? Cromm: These woods are full of little streams. All of them lead to rivers, and all the rivers to the sea.",Tristifer_Botley,
Daario Naharis,Daario_Naharis,"Daario: I count no day as lived unless I have loved a woman, slain a foeman, and eaten a fine meal ... and the days that I have lived are as numberless as the stars in the sky. I make of slaughter a thing of beauty, and many a tumbler and fire dancer has wept to the gods that they might be half so quick, a quarter so graceful. I would tell you the names of all the men I have slain, but before I could finish your dragons would grow large as castles, the walls of Yunkai would crumble into yellow dust, and winter would come and go and come again. Daenerys: Draw your sword and swear it to my service. Daario: My sword is yours. My life is yours. My love is yours. My blood, my body, my songs, you own them all. I live and die at your command, fair queen.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,Better the butcher than the meat. All kings are butchers. Are queens so different?,Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"Daenerys: You boasted that you'd had a hundred women. Daario: A hundred? I lied, sweet queen. It was a thousand. But never once a dragon.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"Daenerys: Where are you going? Daario: Out into your city, to drink a keg or two and pick a quarrel. It has been too long since I've killed a man. Might be I should seek out Hizdahr_zo_Loraq.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"I have seen how false men are. Very few are worthy of trust, and Daario Naharis is not one of them. Even his beard wears false colors.",Jorah_Mormont,Daenerys_Targaryen
Daario Naharis,Daario_Naharis,"She had a city to take, and dreaming of kisses and some sellsword's bright blue eyes would not help her breach the walls of Meereen.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"She was a queen, and Daario Naharis was not the stuff of kings.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"He is a monster. A gallant monster, but a monster still.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"He has a sellsword's conscience, That is to say, none at all.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"If he did not betray her, he would master her. She did not know which of those she feared the most.",Daenerys_Targaryen,
Daario Naharis,Daario_Naharis,"Daenerys_Targaryen loved her captain, but that was the girl in her, not the queen.",Barristan_Selmy,
Daario Naharis,Daario_Naharis,"Daenerys_Targaryen love for Daario is poison. A slower poison than the locusts, but in the end as deadly.",Barristan_Selmy,
Dacey Mormont,Dacey_Mormont,I have fought beside the Robb_Stark in every battle. He has not lost one yet.,Catelyn_Stark,
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),"I would never marry her. She can barely read. She should find some lord in need of stupid children, for that’s the only sort he will ever have of her.",Vaegon_Targaryen,
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),He likes his boats better than he likes me.,Corlys_Velaryon,
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),They don’t believe in the gods. I’d go to hell.,Alysanne_Targaryen,
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),"Jaehaerys: If she wants I can find a hundred men and line them up before her naked, and she can pick the one she likes. I would sooner she wed a lord, but if she prefers a hedge knight or a merchant or Spotted_Pate, I am past the point of caring, so long as she picks someone. Alysanne: A hundred naked men would frighten her. Jaehaerys: A hundred naked ducks would frighten her.",Jaehaerys_I_Targaryen,Alysanne_Targaryen
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),"Find her someone. Someone gentle, as she is. A kind man, who will never raise his voice or his hand to her, who will speak to her sweetly and tell her she is precious and protect her... against dragons and horses and bees and kittens and boys with boils and whatever else she fears.",Jaehaerys_I_Targaryen,Alysanne_Targaryen
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),My precious princess.,Rodrik_Arryn,
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),She was not old enough or strong enough to bear a child. We ought never have pushed her into marriage.,Alysanne_Targaryen,Jaehaerys_I_Targaryen
Daella Targaryen,Daella_Targaryen_(daughter_of_Jaehaerys_I),"... George had some new ideas for some of the names and the stories of the children who died young, and corrected some issues that came out of his original birth order (we actually got the names of all the kids quite late in the production of TWoIaF—literally a month before we had to finalize the book—so there was not much time to interrogate it). However, the stories of those who live to adulthood, as published in TWoIaF, do remain the same (just, of course, much more detailed).",,
Daemon I Blackfyre,Daemon_I_Blackfyre,"The first and greatest of the Blackfyre Pretenders was the natural son of Daena_Targaryen, sister, betrothed, and (briefly) wife to King Baelor_I_Targaryen.",,
Daemon I Blackfyre,Daemon_I_Blackfyre,"Daemon was the name Daena_Targaryen gave to this child, for Prince Daemon_Targaryen had been the wonder and terror of his age, and in later days that was seen as a warning of what the boy would become.",Yandel,
Daemon I Blackfyre,Daemon_I_Blackfyre,"The rightful king, Daemon Blackfyre. The King Who Bore the Sword.",Eustace_Osgrey,Duncan_the_Tall
Daemon I Blackfyre,Daemon_I_Blackfyre,"With ax or lance or flail, he was as good as any knight I ever saw, but with the sword he was the Warrior himself. When Prince Daemon had Blackfyre in hand, there was not a man equal him ... not Ulrick_Dayne with Dawn, no, nor even the Aemon_Targaryen_(son_of_Viserys_II) with Dark Sister.",,
Daemon I Blackfyre,Daemon_I_Blackfyre,Traitors have always paid with their lives.,Stannis_Baratheon,Davos_Seaworth
Daemon I Blackfyre,Daemon_I_Blackfyre,"Daemon Blackfyre loved the Daenerys_Targaryen_(daughter_of_Aegon_IV), and rose in rebellion when denied her.",Barristan_Selmy,
Daemon I Blackfyre,Daemon_I_Blackfyre,Daemon Blackfyre was a rebel and usurper.,Stannis_Baratheon,Justin_Massey
Daemon II Blackfyre,Daemon_II_Blackfyre,"""John"": I dreamed that you were all in white from head to heel, with a long pale cloak flowing from those broad shoulders. You were a White Sword, ser, a Sworn Brother of the Kingsguard, the greatest knight in all the Seven Kingdoms, and you lived for no other purpose but to guard and serve and please your king. You have dreamed the same dream, I know you have. Dunk: It makes no matter what I dream. Only a king can make a Kingsguard knight.""John"": I suppose that means I'll have to take the throne, then. I would much rather be teaching you to fiddle.",Duncan_the_Tall,
